Order_ID,Rating,Review_Flag
327,5,Bad
328,2,Good
329,2,Good
330,1,Bad
331,4,Good
332,4,Bad
333,1,Bad
334,2,Bad
335,4,Good
336,5,Good
337,1,Good
338,4,Good
339,1,Bad
340,3,Good
341,3,Bad
342,4,Good
343,1,Good
344,3,Bad
345,4,Good
346,4,Good
347,2,Bad
348,3,Bad
349,4,Good
350,5,Good
351,2,Good
352,3,Bad
353,4,Good
354,5,Bad
355,2,Bad
356,3,Good
357,1,Good
358,4,Good
359,2,Good
360,3,Good
361,3,Bad
362,4,Good
363,1,Good
364,1,Bad
365,1,Bad
366,1,Bad
367,3,Bad
368,3,Bad
369,3,Good
370,4,Good
371,4,Bad
372,3,Bad
373,5,Bad
374,3,Bad
375,2,Bad
376,3,Good
377,4,Good
378,4,Good
379,5,Bad
380,2,Good
381,1,Good
382,5,Bad
383,4,Good
384,4,Good
385,5,Bad
386,3,Good
387,4,Good
388,2,Bad
389,2,Good
390,1,Good
391,1,Bad
392,3,Good
393,2,Bad
394,4,Good
395,3,Good
396,1,Bad
397,3,Good
398,4,Bad
399,3,Good
400,5,Good
401,4,Bad
402,1,Good
403,3,Bad
404,5,Good
405,5,Good
406,1,Bad
407,3,Bad
408,2,Good
409,1,Good
410,2,Bad
411,1,Bad
412,3,Good
413,4,Bad
414,1,Bad
415,4,Bad
416,5,Bad
417,2,Bad
418,3,Good
419,3,Bad
420,1,Good
421,2,Good
422,2,Good
423,2,Good
424,5,Bad
425,5,Good
426,2,Bad
427,2,Bad
428,2,Bad
429,4,Good
430,5,Bad
431,1,Bad
432,5,Good
433,3,Bad
434,5,Good
435,5,Good
436,4,Bad
437,3,Bad
438,5,Good
439,3,Bad
440,4,Bad
441,2,Good
442,3,Bad
443,4,Bad
444,1,Good
445,3,Bad
446,4,Bad
447,4,Good
448,5,Good
449,4,Bad
450,4,Bad
451,5,Bad
452,3,Bad
453,4,Good
454,5,Good
455,1,Good
456,2,Bad
457,2,Good
458,3,Bad
459,5,Bad
460,5,Good
461,1,Good
462,4,Good
463,5,Bad
464,1,Bad
465,2,Bad
466,4,Good
467,1,Good
468,1,Good
469,4,Bad
470,2,Bad
471,1,Bad
472,2,Good
473,4,Good
474,3,Good
475,5,Bad
476,2,Bad
477,2,Bad
478,5,Bad
479,2,Bad
480,1,Good
481,1,Good
482,3,Bad
483,3,Good
484,4,Bad
485,1,Bad
486,3,Good
487,3,Bad
488,5,Bad
489,1,Bad
490,3,Good
491,1,Bad
492,5,Good
493,1,Bad
494,5,Good
495,5,Good
496,3,Bad
497,3,Bad
498,4,Good
499,1,Bad
500,3,Good
501,1,Bad
502,1,Bad
503,1,Bad
504,5,Bad
505,2,Bad
506,2,Bad
507,2,Good
508,5,Bad
509,1,Bad
510,4,Bad
511,3,Bad
512,5,Bad
513,4,Bad
514,1,Bad
515,3,Good
516,2,Good
517,5,Bad
518,1,Bad
519,5,Bad
520,3,Good
521,2,Bad
522,3,Good
523,5,Bad
524,1,Good
525,4,Bad
526,5,Bad
527,3,Good
528,3,Good
529,4,Bad
530,1,Bad
531,2,Bad
532,5,Good
533,5,Bad
534,1,Good
535,5,Bad
536,2,Good
537,2,Bad
538,4,Good
539,1,Bad
540,5,Bad
541,5,Bad
542,5,Bad
543,3,Good
544,2,Good
545,2,Good
546,4,Bad
547,4,Bad
548,3,Good
549,4,Good
550,4,Good
551,4,Bad
552,5,Bad
553,5,Bad
554,2,Bad
555,2,Bad
556,5,Good
557,5,Good
558,3,Good
559,4,Good
560,5,Good
561,5,Bad
562,4,Good
563,5,Good
564,3,Bad
565,4,Bad
566,1,Bad
567,2,Good
568,2,Good
569,2,Good
570,5,Bad
571,3,Bad
572,2,Bad
573,3,Good
574,3,Bad
575,5,Bad
576,4,Good
577,4,Good
578,2,Good
579,5,Good
580,1,Good
581,1,Good
582,5,Good
583,1,Bad
584,3,Good
585,3,Bad
586,4,Good
587,3,Bad
588,2,Bad
589,3,Bad
590,1,Good
591,4,Bad
592,5,Bad
593,2,Good
594,3,Good
595,1,Bad
596,5,Bad
597,4,Good
598,2,Bad
599,4,Bad
600,4,Bad
601,3,Good
602,4,Bad
603,2,Bad
604,3,Bad
605,3,Good
606,4,Bad
607,4,Good
608,5,Good
609,3,Bad
610,2,Bad
611,2,Bad
612,3,Bad
613,4,Good
614,5,Bad
615,1,Bad
616,1,Good
617,2,Bad
618,5,Bad
619,3,Bad
620,4,Bad
621,4,Bad
622,4,Good
623,5,Good
624,1,Good
625,2,Bad
626,1,Bad
627,1,Bad
628,2,Good
629,5,Bad
630,5,Good
631,4,Good
632,4,Good
633,3,Good
634,4,Bad
635,4,Good
636,1,Good
637,2,Bad
638,1,Bad
639,2,Good
640,1,Bad
641,1,Good
642,5,Good
643,4,Good
644,1,Bad
645,1,Good
646,3,Good
647,2,Bad
648,4,Bad
649,5,Bad
650,5,Good
651,2,Bad
652,5,Good
653,2,Bad
654,4,Bad
655,1,Bad
656,1,Good
657,4,Good
658,3,Good
659,2,Good
660,3,Good
661,2,Good
662,2,Bad
663,4,Good
664,3,Good
665,1,Bad
666,1,Good
667,3,Bad
668,4,Good
669,2,Good
670,1,Bad
671,2,Bad
672,4,Bad
673,5,Good
674,5,Good
675,3,Bad
676,4,Good
677,2,Good
678,2,Good
679,1,Bad
680,2,Bad
681,2,Bad
682,1,Bad
683,3,Good
684,3,Bad
685,4,Bad
686,1,Good
687,1,Good
688,1,Good
689,1,Bad
690,2,Good
691,5,Bad
692,1,Good
693,5,Bad
694,3,Good
695,1,Good
696,2,Bad
697,5,Bad
698,5,Good
699,5,Bad
700,3,Bad
701,4,Good
702,1,Good
703,1,Good
704,3,Bad
705,3,Bad
706,1,Good
707,2,Good
708,4,Good
709,3,Good
710,4,Good
711,3,Good
712,1,Bad
713,1,Good
714,5,Bad
715,4,Good
716,3,Good
717,2,Good
718,4,Good
719,3,Good
720,4,Good
721,3,Good
722,5,Bad
723,3,Bad
724,4,Bad
725,1,Bad
726,2,Bad
727,3,Good
728,5,Bad
729,4,Bad
730,5,Bad
731,4,Bad
732,2,Good
733,1,Good
734,2,Bad
735,2,Bad
736,5,Good
737,4,Bad
738,3,Good
739,4,Good
740,3,Bad
741,3,Bad
742,1,Bad
743,4,Bad
744,4,Good
745,3,Bad
746,2,Good
747,1,Bad
748,2,Bad
749,5,Bad
750,2,Good
751,3,Bad
752,2,Bad
753,5,Bad
754,4,Good
755,1,Bad
756,3,Good
757,2,Bad
758,4,Good
759,4,Good
760,2,Bad
761,3,Bad
762,5,Good
763,1,Good
764,1,Good
765,2,Good
766,1,Bad
767,1,Bad
768,1,Good
769,3,Good
770,1,Bad
771,2,Bad
772,5,Good
773,1,Good
774,1,Good
775,1,Good
776,4,Bad
777,4,Bad
778,1,Good
779,3,Good
780,1,Bad
781,2,Good
782,4,Bad
783,4,Good
784,2,Bad
785,2,Good
786,3,Good
787,5,Good
788,5,Good
789,5,Good
790,4,Bad
791,3,Bad
792,2,Bad
793,2,Bad
794,2,Bad
795,4,Bad
796,1,Bad
797,1,Good
798,5,Bad
799,2,Good
800,5,Good
801,3,Bad
802,2,Good
803,3,Good
804,1,Good
805,2,Bad
806,4,Bad
807,1,Bad
808,5,Good
809,3,Bad
810,4,Good
811,4,Good
812,5,Good
813,2,Bad
814,4,Bad
815,1,Good
816,1,Bad
817,4,Bad
818,3,Good
819,4,Good
820,4,Bad
821,1,Bad
822,2,Good
823,3,Bad
824,3,Good
825,3,Bad
826,2,Bad
827,5,Bad
828,2,Good
829,5,Bad
830,1,Good
831,5,Good
832,1,Bad
833,2,Good
834,1,Bad
835,3,Bad
836,5,Good
837,2,Bad
838,3,Bad
839,3,Good
840,2,Bad
841,2,Good
842,4,Bad
843,5,Bad
844,2,Good
845,5,Good
846,2,Bad
847,5,Good
848,1,Good
849,5,Good
850,4,Good
851,2,Good
852,3,Good
853,5,Bad
854,5,Good
855,1,Good
856,3,Bad
857,5,Bad
858,4,Good
859,1,Good
860,1,Good
861,2,Bad
862,5,Good
863,2,Bad
864,3,Good
865,2,Good
866,5,Good
867,2,Good
868,1,Good
869,5,Bad
870,2,Bad
871,1,Bad
872,4,Bad
873,4,Good
874,5,Good
875,1,Good
876,3,Good
877,3,Bad
878,2,Good
879,2,Bad
880,1,Bad
881,4,Bad
882,2,Good
883,1,Bad
884,2,Good
885,1,Bad
886,2,Good
887,4,Bad
888,5,Good
889,5,Bad
890,4,Good
891,4,Bad
892,3,Bad
893,5,Good
894,2,Good
895,3,Bad
896,1,Good
897,4,Bad
898,5,Good
899,4,Bad
900,5,Good
901,4,Good
902,3,Bad
903,2,Bad
904,5,Bad
905,4,Good
906,4,Good
907,5,Good
908,4,Good
909,5,Bad
910,2,Bad
911,5,Good
912,3,Bad
913,3,Bad
914,3,Good
915,5,Good
916,1,Bad
917,2,Bad
918,2,Bad
919,5,Good
920,4,Good
921,2,Bad
922,1,Good
923,5,Good
924,1,Bad
925,4,Bad
926,4,Good
927,3,Good
928,3,Bad
929,4,Good
930,4,Bad
931,3,Good
932,5,Bad
933,1,Bad
934,4,Good
935,2,Bad
936,5,Bad
937,5,Bad
938,5,Good
939,3,Bad
940,5,Good
941,1,Good
942,2,Bad
943,4,Good
944,3,Bad
945,5,Good
946,3,Bad
947,2,Good
948,5,Bad
949,1,Bad
950,2,Good
951,1,Good
952,1,Bad
953,4,Good
954,2,Good
955,4,Good
956,2,Bad
957,4,Bad
958,5,Good
959,3,Good
960,5,Good
961,2,Bad
962,3,Bad
963,2,Good
964,3,Bad
965,3,Bad
966,5,Good
967,3,Good
968,3,Good
969,3,Good
970,4,Good
971,4,Good
972,2,Good
973,3,Good
974,1,Good
975,4,Bad
976,3,Good
977,2,Good
978,4,Good
979,1,Good
980,2,Bad
981,2,Bad
982,1,Good
983,2,Bad
984,3,Bad
985,5,Good
986,1,Bad
987,3,Bad
988,2,Bad
989,2,Good
990,2,Bad
991,2,Bad
992,1,Good
993,3,Bad
994,3,Good
995,4,Good
996,1,Bad
997,1,Good
998,5,Bad
999,4,Bad
1000,3,Bad
1001,3,Bad
1002,3,Good
1003,2,Bad
1004,2,Good
1005,1,Good
1006,2,Bad
1007,3,Good
1008,2,Bad
1009,5,Bad
1010,3,Bad
1011,4,Good
1012,3,Bad
1013,1,Good
1014,1,Good
1015,1,Good
1016,2,Good
1017,3,Bad
1018,5,Bad
1019,1,Bad
1020,3,Bad
1021,1,Bad
1022,4,Bad
1023,2,Good
1024,4,Good
1025,3,Good
1026,5,Bad
1027,4,Bad
1028,4,Bad
1029,3,Good
1030,3,Bad
1031,4,Bad
1032,5,Bad
1033,4,Bad
1034,5,Good
1035,2,Good
1036,3,Good
1037,5,Bad
1038,2,Bad
1039,4,Good
1040,3,Bad
1041,3,Good
1042,3,Bad
1043,4,Good
1044,5,Bad
1045,4,Good
1046,2,Bad
1047,2,Bad
1048,3,Bad
1049,3,Bad
1050,4,Good
1051,3,Good
1052,3,Good
1053,4,Bad
1054,4,Bad
1055,5,Good
1056,3,Bad
1057,4,Bad
1058,4,Good
1059,1,Bad
1060,5,Good
1061,2,Bad
1062,3,Bad
1063,2,Bad
1064,4,Good
1065,2,Bad
1066,5,Bad
1067,1,Bad
1068,3,Good
1069,4,Good
1070,2,Good
1071,2,Good
1072,1,Good
1073,2,Bad
1074,1,Good
1075,3,Good
1076,3,Bad
1077,3,Bad
1078,2,Good
1079,4,Bad
1080,2,Good
1081,3,Bad
1082,5,Bad
1083,2,Good
1084,3,Good
1085,4,Bad
1086,3,Bad
1087,3,Bad
1088,2,Good
1089,1,Bad
1090,4,Good
1091,3,Bad
1092,2,Good
1093,4,Bad
1094,5,Good
1095,1,Good
1096,5,Bad
1097,3,Good
1098,1,Bad
1099,5,Bad
1100,3,Good
1101,3,Bad
1102,4,Bad
1103,4,Good
1104,5,Bad
1105,2,Good
1106,4,Good
1107,2,Good
1108,3,Good
1109,5,Bad
1110,3,Bad
1111,2,Good
1112,2,Bad
1113,4,Bad
1114,1,Bad
1115,5,Bad
1116,3,Bad
1117,2,Bad
1118,4,Bad
1119,2,Good
1120,4,Bad
1121,2,Good
1122,5,Good
1123,4,Good
1124,3,Good
1125,5,Good
1126,2,Good
1127,4,Bad
1128,5,Bad
1129,1,Bad
1130,1,Good
1131,4,Good
1132,3,Good
1133,2,Good
1134,4,Good
1135,5,Good
1136,3,Good
1137,5,Good
1138,1,Good
1139,4,Good
1140,5,Bad
1141,3,Good
1142,1,Bad
1143,4,Good
1144,3,Good
1145,2,Good
1146,2,Bad
1147,2,Good
1148,1,Bad
1149,4,Good
1150,2,Good
1151,1,Good
1152,4,Bad
1153,5,Good
1154,5,Good
1155,1,Bad
1156,2,Bad
1157,2,Bad
1158,1,Good
1159,2,Good
1160,1,Good
1161,5,Good
1162,2,Bad
1163,2,Good
1164,3,Bad
1165,4,Good
1166,2,Bad
1167,5,Bad
1168,5,Good
1169,1,Bad
1170,2,Bad
1171,4,Bad
1172,5,Good
1173,2,Bad
1174,4,Good
1175,4,Bad
1176,4,Good
1177,4,Good
1178,3,Good
1179,5,Good
1180,3,Good
1181,3,Good
1182,4,Good
1183,4,Bad
1184,2,Good
1185,4,Bad
1186,5,Bad
1187,2,Bad
1188,5,Good
1189,2,Bad
1190,5,Bad
1191,5,Bad
1192,5,Good
1193,5,Bad
1194,4,Bad
1195,2,Good
1196,2,Bad
1197,5,Good
1198,1,Bad
1199,1,Good
1200,5,Good
1201,3,Good
1202,5,Bad
1203,3,Bad
1204,5,Good
1205,3,Bad
1206,5,Good
1207,3,Bad
1208,4,Bad
1209,5,Bad
1210,2,Good
1211,3,Bad
1212,3,Bad
1213,5,Bad
1214,2,Bad
1215,1,Bad
1216,3,Good
1217,4,Good
1218,3,Bad
1219,4,Good
1220,5,Good
1221,2,Good
1222,2,Bad
1223,1,Good
1224,2,Bad
1225,2,Good
1226,4,Good
1227,3,Bad
1228,3,Bad
1229,1,Bad
1230,5,Bad
1231,5,Good
1232,2,Good
1233,2,Good
1234,1,Good
1235,1,Bad
1236,1,Good
1237,3,Bad
1238,5,Good
1239,4,Good
1240,2,Bad
1241,1,Good
1242,4,Bad
1243,5,Good
1244,5,Bad
1245,3,Bad
1246,4,Bad
1247,2,Bad
1248,5,Good
1249,2,Good
1250,1,Bad
1251,4,Good
1252,5,Bad
1253,3,Bad
1254,2,Good
1255,4,Good
1256,2,Good
1257,2,Good
1258,2,Bad
1259,1,Bad
1260,2,Bad
1261,3,Bad
1262,4,Bad
1263,3,Good
1264,3,Bad
1265,1,Bad
1266,4,Good
1267,3,Good
1268,3,Good
1269,2,Bad
1270,2,Good
1271,4,Good
1272,1,Good
1273,1,Good
1274,4,Good
1275,4,Bad
1276,1,Good
1277,3,Good
1278,2,Good
1279,1,Good
1280,3,Bad
1281,5,Good
1282,1,Good
1283,2,Good
1284,1,Good
1285,1,Bad
1286,1,Good
1287,4,Bad
1288,4,Good
1289,4,Good
1290,4,Good
1291,1,Good
1292,2,Bad
1293,1,Good
1294,1,Good
1295,4,Bad
1296,3,Bad
1297,2,Bad
1298,1,Bad
1299,5,Good
1300,4,Good
1301,5,Bad
1302,1,Good
1303,4,Good
1304,2,Bad
1305,5,Bad
1306,3,Good
1307,3,Good
1308,3,Good
1309,3,Good
1310,5,Bad
1311,1,Bad
1312,2,Good
1313,2,Good
1314,1,Good
1315,3,Bad
1316,1,Bad
1317,5,Good
1318,5,Bad
1319,4,Bad
1320,3,Bad
1321,4,Good
1322,2,Bad
1323,4,Bad
1324,4,Good
1325,1,Bad
1326,3,Good
1327,3,Good
1328,4,Bad
1329,2,Bad
1330,5,Good
1331,4,Good
1332,3,Good
1333,2,Good
1334,4,Bad
1335,4,Bad
1336,3,Bad
1337,3,Good
1338,1,Bad
1339,1,Good
1340,2,Good
1341,5,Bad
1342,1,Good
1343,1,Bad
1344,1,Good
1345,1,Good
1346,5,Good
1347,3,Bad
1348,4,Good
1349,5,Good
1350,2,Good
1351,4,Bad
1352,5,Bad
1353,2,Bad
1354,1,Bad
1355,4,Good
1356,1,Bad
1357,5,Good
1358,4,Bad
1359,3,Bad
1360,5,Bad
1361,5,Good
1362,4,Good
1363,3,Bad
1364,3,Good
1365,3,Bad
1366,3,Bad
1367,3,Bad
1368,1,Bad
1369,4,Bad
1370,3,Bad
1371,1,Good
1372,2,Bad
1373,3,Good
1374,1,Good
1375,1,Bad
1376,5,Good
1377,5,Good
1378,5,Good
1379,4,Good
1380,2,Bad
1381,3,Bad
1382,1,Good
1383,3,Good
1384,1,Good
1385,3,Good
1386,3,Bad
1387,1,Good
1388,4,Bad
1389,3,Bad
1390,2,Bad
1391,2,Bad
1392,5,Good
1393,2,Good
1394,4,Good
1395,4,Good
1396,4,Bad
1397,1,Good
1398,5,Good
1399,2,Bad
1400,4,Bad
1401,4,Bad
1402,5,Good
1403,4,Bad
1404,5,Good
1405,2,Bad
1406,5,Bad
1407,5,Bad
1408,3,Good
1409,3,Bad
1410,4,Bad
1411,2,Bad
1412,3,Good
1413,3,Good
1414,2,Good
1415,4,Good
1416,1,Good
1417,1,Bad
1418,5,Bad
1419,1,Bad
1420,2,Bad
1421,1,Good
1422,2,Bad
1423,5,Good
1424,1,Bad
1425,5,Good
1426,5,Good
1427,4,Good
1428,4,Good
1429,3,Good
1430,1,Bad
1431,2,Bad
1432,2,Bad
1433,1,Good
1434,5,Good
1435,3,Bad
1436,1,Good
1437,2,Bad
1438,4,Good
1439,5,Bad
1440,4,Bad
1441,2,Bad
1442,1,Good
1443,3,Bad
1444,1,Bad
1445,1,Bad
1446,2,Good
1447,4,Good
1448,5,Bad
1449,2,Good
1450,1,Good
1451,3,Good
1452,3,Bad
1453,1,Bad
1454,3,Good
1455,3,Bad
1456,2,Bad
1457,5,Bad
1458,5,Bad
1459,3,Good
1460,3,Bad
1461,3,Good
1462,1,Good
1463,2,Good
1464,3,Good
1465,3,Bad
1466,2,Bad
1467,5,Good
1468,4,Good
1469,2,Good
1470,3,Bad
1471,3,Bad
1472,1,Good
1473,3,Good
1474,5,Good
1475,5,Good
1476,2,Bad
1477,3,Bad
1478,1,Good
1479,5,Good
1480,5,Bad
1481,5,Good
1482,5,Good
1483,3,Good
1484,3,Good
1485,3,Good
1486,3,Good
1487,1,Good
1488,4,Bad
1489,2,Good
1490,1,Bad
1491,5,Good
1492,5,Good
1493,5,Bad
1494,3,Good
1495,1,Bad
1496,5,Bad
1497,3,Bad
1498,5,Bad
1499,2,Good
1500,2,Good
1501,4,Bad
1502,2,Bad
1503,3,Good
1504,3,Bad
1505,3,Bad
1506,4,Good
1507,1,Good
1508,5,Bad
1509,2,Good
1510,4,Bad
1511,4,Bad
1512,5,Bad
1513,4,Bad
1514,5,Good
1515,2,Good
1516,2,Bad
1517,3,Good
1518,2,Good
1519,2,Bad
1520,2,Bad
1521,4,Bad
1522,3,Bad
1523,3,Good
1524,4,Bad
1525,3,Good
1526,2,Bad
1527,1,Bad
1528,3,Good
1529,5,Bad
1530,4,Good
1531,3,Bad
1532,2,Bad
1533,4,Bad
1534,4,Bad
1535,4,Bad
1536,2,Good
1537,3,Good
1538,5,Bad
1539,4,Bad
1540,5,Bad
1541,3,Good
1542,2,Good
1543,3,Bad
1544,3,Good
1545,1,Good
1546,5,Good
1547,2,Bad
1548,1,Bad
1549,5,Good
1550,1,Good
1551,2,Bad
1552,4,Good
1553,4,Bad
1554,1,Good
1555,1,Bad
1556,4,Bad
1557,1,Good
1558,3,Good
1559,3,Bad
1560,3,Good
1561,4,Bad
1562,1,Good
1563,1,Good
1564,3,Bad
1565,1,Bad
1566,2,Bad
1567,3,Good
1568,4,Good
1569,3,Bad
1570,3,Good
1571,1,Bad
1572,3,Good
1573,5,Bad
1574,5,Bad
1575,2,Bad
1576,2,Bad
1577,1,Good
1578,2,Good
1579,2,Good
1580,5,Bad
1581,5,Good
1582,5,Bad
1583,2,Good
1584,3,Good
1585,3,Good
1586,1,Good
1587,3,Good
1588,3,Good
1589,3,Bad
1590,3,Bad
1591,4,Bad
1592,5,Bad
1593,1,Good
1594,5,Good
1595,5,Good
1596,5,Good
1597,2,Bad
1598,4,Bad
1599,3,Bad
1600,4,Good
1601,5,Bad
1602,1,Good
1603,2,Good
1604,2,Bad
1605,3,Good
1606,4,Good
1607,3,Good
1608,5,Good
1609,3,Bad
1610,4,Bad
1611,4,Bad
1612,3,Bad
1613,5,Bad
1614,4,Good
1615,1,Good
1616,4,Good
1617,4,Bad
1618,1,Good
1619,4,Good
1620,2,Bad
1621,5,Good
1622,2,Bad
1623,3,Good
1624,1,Bad
1625,1,Good
1626,2,Bad
1627,4,Good
1628,4,Bad
1629,3,Bad
1630,5,Good
1631,1,Bad
1632,4,Good
1633,3,Good
1634,5,Good
1635,1,Good
1636,4,Bad
1637,2,Good
1638,5,Good
1639,1,Good
1640,3,Bad
1641,5,Good
1642,4,Good
1643,1,Bad
1644,1,Bad
1645,1,Good
1646,4,Bad
1647,4,Good
1648,3,Bad
1649,2,Good
1650,3,Good
1651,5,Bad
1652,5,Bad
1653,1,Good
1654,5,Good
1655,5,Good
1656,4,Bad
1657,2,Bad
1658,5,Good
1659,1,Bad
1660,2,Good
1661,1,Good
1662,5,Good
1663,2,Bad
1664,1,Bad
1665,1,Bad
1666,1,Bad
1667,2,Good
1668,5,Good
1669,5,Bad
1670,1,Bad
1671,5,Good
1672,1,Bad
1673,3,Bad
1674,5,Bad
1675,1,Good
1676,4,Bad
1677,2,Good
1678,2,Bad
1679,3,Good
1680,4,Good
1681,5,Good
1682,2,Good
1683,1,Good
1684,5,Bad
1685,5,Bad
1686,5,Good
1687,2,Good
1688,2,Bad
1689,3,Good
1690,2,Bad
1691,5,Bad
1692,4,Bad
1693,4,Good
1694,1,Good
1695,2,Good
1696,2,Bad
1697,1,Good
1698,2,Good
1699,4,Good
1700,4,Good
1701,3,Good
1702,4,Good
1703,3,Bad
1704,2,Good
1705,1,Good
1706,4,Bad
1707,1,Bad
1708,5,Bad
1709,3,Bad
1710,4,Bad
1711,4,Good
1712,4,Bad
1713,3,Bad
1714,5,Bad
1715,2,Bad
1716,2,Good
1717,1,Bad
1718,5,Bad
1719,1,Bad
1720,1,Good
1721,4,Bad
1722,2,Good
1723,5,Good
1724,1,Bad
1725,4,Good
1726,5,Good
1727,3,Good
1728,4,Good
1729,3,Good
1730,3,Bad
1731,2,Bad
1732,1,Bad
1733,5,Good
1734,4,Bad
1735,3,Bad
1736,2,Good
1737,5,Bad
1738,4,Bad
1739,1,Good
1740,1,Bad
1741,3,Bad
1742,3,Bad
1743,1,Good
1744,1,Bad
1745,2,Good
1746,1,Bad
1747,3,Bad
1748,3,Bad
1749,1,Good
1750,4,Bad
1751,4,Good
1752,1,Bad
1753,1,Good
1754,1,Good
1755,2,Bad
1756,4,Bad
1757,2,Bad
1758,2,Good
1759,5,Bad
